kind,name,target,source
place,Seint Merri de Paris,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
place,Encloistre,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
place,Seint Merri,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Nicholaus de Rosai,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Ameline,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Pierre de Moncuc,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
place,S. Estiene,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Nicholas,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Jehan Marceu,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Girart de Cul,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Jaque de Columbiers,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Jehan Marceu,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Guilleume le Mereschalc,#SMPA-EG_censier_p171_c2,SMPA-EG_censier_0002
person,Basile,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Jehan le Saunier,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Basile,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Richart,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Alain de Pontayse,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
place,Encloistre,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Jaque le Bouchier,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Guillaume Langlois,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Guillaume Veiren,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Robert de Brueires,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Geufroy Lefevre,#SMPA-EG_censier_p172_c2_12,SMPA-EG_censier_0002
person,Eude le Queuc,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Estienne de Cuci,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Richart,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Robert le Queuc,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Robert le Queuc,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Richart le Garçon,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Heude,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Robert,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Tiebout,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Jehan le Gros,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Hue le Madelinier,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Andriu Quenel,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
person,Guillaume Langlois,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
place,S. Merri,#SMPA-EG_censier_p173_c2_26,SMPA-EG_censier_0002
place,Seint Martin,#SMPA-EG_censier_p173_c3,SMPA-EG_censier_0003
place,Seint Merri,#SMPA-EG_censier_p173_c3,SMPA-EG_censier_0003
person,Jehan,#SMPA-EG_censier_p173_c3,SMPA-EG_censier_0003
person,Rogier du Fruit le Roy,#SMPA-EG_censier_p173_c3,SMPA-EG_censier_0003
person,Margarite,#SMPA-EG_censier_p173_c3,SMPA-EG_censier_0003
person,Thomas,#SMPA-EG_censier_p173_c4,SMPA-EG_censier_0004
person,Guillaume le Cordoanier,#SMPA-EG_censier_p173_c4,SMPA-EG_censier_0004
place,S. Estiene,#SMPA-EG_censier_p173_c4,SMPA-EG_censier_0004
person,Thomas le Chandelier,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Guillaume Thoumis,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Robert de Paris,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Margarite,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Jehan Bolengier,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Guillaume Espaulart,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Jaqueline le Barentine,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Jehan de Seint Quentin,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Henri du Presseur,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
place,Seint Merri,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Estiene de Conches,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Aden,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Raoul du Fruit,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Renaut,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Perrin Bourgois,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Ysabieu,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Jehan Lulier,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Ysabieu,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Pierre le Barbier,#SMPA-EG_censier_p174_c4_3,SMPA-EG_censier_0004
person,Daniel le Breto,#SMPA-EG_censier_p174_c5,SMPA-EG_censier_0005
person,Jehan de Sezanne,#SMPA-EG_censier_p175_c5_5,SMPA-EG_censier_0005
person,Daniel,#SMPA-EG_censier_p175_c5_5,SMPA-EG_censier_0005
person,Ysabieu le Beguine,#SMPA-EG_censier_p175_c5_5,SMPA-EG_censier_0005
person,Aden Deraime,#SMPA-EG_censier_p175_c5_5,SMPA-EG_censier_0005
person,Pierre le Cofrier,#SMPA-EG_censier_p175_c5_5,SMPA-EG_censier_0005
place,Gieffroi,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Yve des Pavellons,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Gui,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Michiel le Blont,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Robert le Chaucier,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Henri Lelement,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Jehan le Potier,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Guillaume de Boichi,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Guillaume de Gremorte,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Thomas le Fundeur,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Guillaume de Gremorte,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Thomas,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Guillaume Satemville,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Jehan de Peirone,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Ernoul Pellerin,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Jehan le Mire,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
person,Thomas Boutevillein,#SMPA-EG_censier_p175_c6,SMPA-EG_censier_0006
place,Biaubourc,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
place,Biaubourc,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Guillaume Quoquere,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Jehan le Mire,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
place,Seint Merri,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Robert de Corbuelh,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Maci de Pierrefite,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Jehan,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Perronelle le Boullipote,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
place,Seint Merri,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Jehan de Rouan,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Jehane la Charbonnierre,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Gille,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Marguerite la Pariere,#SMPA-EG_censier_p176_c7,SMPA-EG_censier_0007
person,Raoul Berangier,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Jehan Bobelin,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Laurens,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Estiene des Prés,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Guillaume,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Guillaume Quinevint,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
place,Seint Merri,#SMPA-EG_censier_p177_c7_9,SMPA-EG_censier_0007
person,Robert Chevalier,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Gui,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Jehan Bobelin,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Robert,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Raoul le Sarraurier,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Thomas de Cheneveres,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Richart le Charpentier,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Guillaume,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Marguerite la Pariere,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Bertaut,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
place,Baudoel,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Guillot le Charbonier,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Symon,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Gile,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
place,Seint Martin,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
person,Nicholaus de Veires,#SMPA-EG_censier_p177_c8,SMPA-EG_censier_0008
place,Seint Merri,#SMPA-EG_censier_p178_c8_9,SMPA-EG_censier_0008
person,Jehan de Gaire,#SMPA-EG_censier_p178_c8_9,SMPA-EG_censier_0008
person,Robert le Broleur,#SMPA-EG_censier_p178_c8_9,SMPA-EG_censier_0008
place,Symon Franc,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Pierre le Borcier des Ales,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Jehan de Seint Tybaut,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Evrart le Charpentier,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Estiene le Gros,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Estiene le Gros,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Estiene le Gros,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Michiel,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Marguerite de Gant,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Jaque le Breto,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Jehan,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Estiene de Conches,#SMPA-EG_censier_p178_c9,SMPA-EG_censier_0009
person,Guillaume Langlois,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Simon de Denmertin,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
place,Chastellet,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
place,Seint Denis,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Guy,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
place,Chastellet,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Estiene de Nuefchastieu,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Jehan de Neufcastel,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Estiene de Conches,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Bertaut Brice,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
place,S. Merri,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Jehan le Velut,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Gile,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Jehan Belin,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Andri,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
person,Jehan le Gros,#SMPA-EG_censier_p179_c9_8,SMPA-EG_censier_0009
place,Pierre Aulart,#SMPA-EG_censier_p179_c10,SMPA-EG_censier_0010
person,Ancel de Morgneval,#SMPA-EG_censier_p179_c10,SMPA-EG_censier_0010
person,Guy Loubert,#SMPA-EG_censier_p179_c10,SMPA-EG_censier_0010
place,Seint Jaque,#SMPA-EG_censier_p179_c10,SMPA-EG_censier_0010
place,Seint Denis,#SMPA-EG_censier_p179_c10,SMPA-EG_censier_0010
place,Lambert de Chielle,#SMPA-EG_censier_p179_c11,SMPA-EG_censier_0011
person,Pierre Gencien,#SMPA-EG_censier_p179_c11,SMPA-EG_censier_0011
person,Geufroi de Savenis,#SMPA-EG_censier_p179_c11,SMPA-EG_censier_0011
person,Jehan de Chielle,#SMPA-EG_censier_p180_c11_4,SMPA-EG_censier_0011
person,Geufroi de Savenis,#SMPA-EG_censier_p180_c11_4,SMPA-EG_censier_0011
person,Gieffre Coquatrex,#SMPA-EG_censier_p180_c11_4,SMPA-EG_censier_0011
person,Pierre Leber,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
place,Seint Anthoine,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
place,Seint Remi,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
place,Seint Merri,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
person,Gautier,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
person,Richart de Forest,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
person,Marie le Conversse,#SMPA-EG_censier_p180_c12,SMPA-EG_censier_0012
place,Seint Merri,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Robert,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Bertaut,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Girart le Tyais,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Pierre de Tornai,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Perronelle,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Robert des Villes,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Marguerite,#SMPA-EG_censier_p180_c13,SMPA-EG_censier_0013
person,Pierre de Dieppe,#SMPA-EG_censier_p181_c13_7,SMPA-EG_censier_0013
person,Jehan le Tays,#SMPA-EG_censier_p181_c13_7,SMPA-EG_censier_0013
person,Marie,#SMPA-EG_censier_p181_c13_7,SMPA-EG_censier_0013
person,Robert,#SMPA-EG_censier_p181_c13_7,SMPA-EG_censier_0013
person,Pierre de Dieppe,#SMPA-EG_censier_p181_c13_7,SMPA-EG_censier_0013
person,Pierre Tibert,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
person,Marie,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
person,Jehan,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
place,Encloistre,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
person,Jehan Rouciau,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
person,Jehan le Lueu,#SMPA-EG_censier_p181_c14,SMPA-EG_censier_0014
place,Seint Denis,#SMPA-EG_censier_p181_c15,SMPA-EG_censier_0015
person,Jehan Cussac le Provencel,#SMPA-EG_censier_p181_c15,SMPA-EG_censier_0015
person,Guillaume Cussac,#SMPA-EG_censier_p181_c15,SMPA-EG_censier_0015
person,Jehan,#SMPA-EG_censier_p181_c15,SMPA-EG_censier_0015
person,Thomas de Meunz,#SMPA-EG_censier_p181_c15,SMPA-EG_censier_0015
place,Seint Merri,#SMPA-EG_censier_p181_c16,SMPA-EG_censier_0016
person,Guillaume,#SMPA-EG_censier_p181_c16,SMPA-EG_censier_0016
person,Henri de Laon,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
person,Jehan de Champiaus,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
place,Seint Martin,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
person,Guilleume Gales,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
person,Guilleume de Meuns,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
person,Henri du Pressoeur,#SMPA-EG_censier_p182_c16_6,SMPA-EG_censier_0016
place,Seint Germain,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Seint Germain,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Seint Merri,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Seint Merri,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Seint Germain,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Chastellet,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
place,Seint Jehan,#SMPA-EG_censier_p182_c17,SMPA-EG_censier_0017
person,Pierre le Borcier,#SMPA-EG_censier_p183_c17_5,SMPA-EG_censier_0017
place,Symon Franc,#SMPA-EG_censier_p183_c17_5,SMPA-EG_censier_0017
person,Evrart le Charpentier,#SMPA-EG_censier_p183_c17_5,SMPA-EG_censier_0017
place,S. Germain,#SMPA-EG_censier_p183_c17_5,SMPA-EG_censier_0017
place,Seint Remi,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
place,Encloistre,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Nicholas de Rosai,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Jaque de Columbiers,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Aubert le Linier,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Estienne,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Basile,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Alain de Pontayse,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Jehan de Dueul,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Guilleume Langlois,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Geufroi le Madelinier,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Richart,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Gui,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Heude le Queuc,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Estiene de Suci,#SMPA-EG_censier_p183_c19,SMPA-EG_censier_0019
person,Hue le Madelinier,#SMPA-EG_censier_p184_c19_15,SMPA-EG_censier_0019
person,Andriu Quenel,#SMPA-EG_censier_p184_c19_15,SMPA-EG_censier_0019
person,Pierre Warroquier,#SMPA-EG_censier_p184_c19_15,SMPA-EG_censier_0019
place,Seint Martin,#SMPA-EG_censier_p184_c20,SMPA-EG_censier_0020
place,Seint Merri,#SMPA-EG_censier_p184_c20,SMPA-EG_censier_0020
person,Jehan,#SMPA-EG_censier_p184_c20,SMPA-EG_censier_0020
person,Thomas,#SMPA-EG_censier_p184_c21,SMPA-EG_censier_0021
person,Thomas le Chandelier,#SMPA-EG_censier_p184_c21,SMPA-EG_censier_0021
person,Jehan Boulengier,#SMPA-EG_censier_p184_c21,SMPA-EG_censier_0021
person,Ysabieu,#SMPA-EG_censier_p184_c21,SMPA-EG_censier_0021
person,Estiene de Conches,#SMPA-EG_censier_p184_c21,SMPA-EG_censier_0021
person,Aden le Derame,#SMPA-EG_censier_p184_c22,SMPA-EG_censier_0022
person,Daniel le Breto,#SMPA-EG_censier_p184_c22,SMPA-EG_censier_0022
person,Jehan de Sezanne,#SMPA-EG_censier_p184_c22,SMPA-EG_censier_0022
place,Gieffre,#SMPA-EG_censier_p184_c23,SMPA-EG_censier_0023
person,Yve des Pavellons,#SMPA-EG_censier_p184_c23,SMPA-EG_censier_0023
person,Gui,#SMPA-EG_censier_p184_c23,SMPA-EG_censier_0023
person,Jehan de Peronne,#SMPA-EG_censier_p185_c23_7,SMPA-EG_censier_0023
person,Ernoul Pellerin,#SMPA-EG_censier_p185_c23_7,SMPA-EG_censier_0023
person,Guillaume le Potier,#SMPA-EG_censier_p185_c23_7,SMPA-EG_censier_0023
person,Nicholaus Hydellon,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Robert de Corbuelh,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Guillaume Quoquere,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Guillaume Quoquere,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
place,Seint Merry,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Jehan de Ro,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Guillaume Quinevint,#SMPA-EG_censier_p185_c24,SMPA-EG_censier_0024
person,Gile,#SMPA-EG_censier_p185_c25,SMPA-EG_censier_0025
person,Guillaume Lenglois,#SMPA-EG_censier_p185_c25,SMPA-EG_censier_0025
person,Pierre de Pontoize,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Estiene le Gros,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Jaque le Breto,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Jehan,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Guilleume Langlois,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Simon de Denmertin,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
person,Estiene de Nuefchastieu,#SMPA-EG_censier_p185_c26,SMPA-EG_censier_0026
place,Seint Denis,#SMPA-EG_censier_p186_c26_12,SMPA-EG_censier_0026
person,Guy,#SMPA-EG_censier_p186_c26_12,SMPA-EG_censier_0026
person,Emeline la Fauconniere,#SMPA-EG_censier_p186_c26_12,SMPA-EG_censier_0026
place,Pierre Aulart,#SMPA-EG_censier_p186_c27,SMPA-EG_censier_0027
person,Guillaume Espaulart,#SMPA-EG_censier_p186_c27,SMPA-EG_censier_0027
person,Ancel de Morgneval,#SMPA-EG_censier_p186_c27,SMPA-EG_censier_0027
person,Gui Loubert,#SMPA-EG_censier_p186_c27,SMPA-EG_censier_0027
place,Lambert de Chielle,#SMPA-EG_censier_p186_c28,SMPA-EG_censier_0028
person,Jehan de Chielle,#SMPA-EG_censier_p186_c28,SMPA-EG_censier_0028
person,Geufroi de Saveni,#SMPA-EG_censier_p186_c28,SMPA-EG_censier_0028
place,Seinte Katherine,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Doulce de Fleurance Loubert,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Pierre de Dieppe,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Maci de Mont Evrain,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Jaquet Bourgois,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Jehan Poillevilein,#SMPA-EG_censier_p186_c29,SMPA-EG_censier_0029
person,Pierre Tibert,#SMPA-EG_censier_p186_c30,SMPA-EG_censier_0030
person,Marie,#SMPA-EG_censier_p186_c30,SMPA-EG_censier_0030
person,Jehan Roucel,#SMPA-EG_censier_p186_c30,SMPA-EG_censier_0030
place,Seint Denis,#SMPA-EG_censier_p186_c31,SMPA-EG_censier_0031
person,Alain le Chaucier,#SMPA-EG_censier_p186_c31,SMPA-EG_censier_0031
person,Jehan le Cot,#SMPA-EG_censier_p186_c31,SMPA-EG_censier_0031
person,Henri de Laon,#SMPA-EG_censier_p187_c31_9,SMPA-EG_censier_0031
person,Jehan de Champiaus,#SMPA-EG_censier_p187_c31_9,SMPA-EG_censier_0031
person,Guilleume Gales,#SMPA-EG_censier_p187_c31_9,SMPA-EG_censier_0031
person,Henri du Pressoeur,#SMPA-EG_censier_p187_c31_9,SMPA-EG_censier_0031
place,Seint Germain,#SMPA-EG_censier_p187_c31_9,SMPA-EG_censier_0031
place,Seint Remi,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
place,Seint Merri,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
place,Seint Remi,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
person,Hue Toustée de Darenci,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
person,Guilleume Moute de Darenci,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
person,Estiene de Lecue,#SMPA-EG_censier_p187_c32,SMPA-EG_censier_0032
person,Jehan Aulart de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
place,Seint Germain,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Thomas le Lonc,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Guillot Trosziane,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehan Bouillie de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehan Guoguet,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Guiart de Roverai,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Petrus Heudin de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Guillot Trosziane,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Raoul Chenel de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Adam Boulart de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Nicholaus le Charpentier de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Pierre Aulart,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehan le Moine,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Mace,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehan,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Odart le Boucher du Borgeel,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehane de Amet de Bondis,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Jehanne Loliviere,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
person,Pierre Aulart de Darenci,#SMPA-EG_censier_p188_c32_7,SMPA-EG_censier_0032
