type,texte,article,page,contexte
persName,Richart le Talleeur,SMPA-EG_censier_0046,210,"re part, à le meison que feut Richart le Talleeur, ii s.; de"
persName,Richart le Talleur,SMPA-EG_censier_0046,210,nant de le dite meison de feu Richart le Talleur [modo Jehan
persName,Symon Marceu,SMPA-EG_censier_0046,211,Le dit Symon Marceu [modo Jehan Marce
persName,Symon Marceu,SMPA-EG_censier_0046,211,"autre part, à le grant meison Symon Marceu [modo Jehan Marce"
persName,Thomas le Tuilier,SMPA-EG_censier_0046,211,Nicholaus le Tuillier [modo Thomas le Tuilier] pour sa mei
placeName,Encloistre,SMPA-EG_censier_0046,211,"e fueu Giles Malpas, dedens l’Encloistre, devant le chief du"
placeName,Encloistre,SMPA-EG_censier_0046,211,"eison, que feit le coing de l’Encloistre, devant le petit ci"
placeName,Encloistre,SMPA-EG_censier_0046,211,"comportent, jusques dedens l’Encloistre, tenans, d’une part"
placeName,Encloistre,SMPA-EG_censier_0046,211,"isons, qui font le coing de l’Encloistre, de l’autre part, s"
placeName,Encloistre,SMPA-EG_censier_0046,211,"comportent, jusques dedens l’Encloistre, tenans, de l’autre"
placeName,Encloistre,SMPA-EG_censier_0046,211,"eit le coing de l’entrée de l’Encloistre, d’une part, et ten"
placeName,Encloistre,SMPA-EG_censier_0046,209,"Merri, jusques au coing de l'Encloistre, devant le meison G"
placeName,Robert de Paris,SMPA-EG_censier_0046,210,", que feit le coing de le rue Robert de Paris, ajognant de l"
placeName,Seint Anthoine,SMPA-EG_censier_0046,210,"ber¹, que est de le abbaye de Seint Anthoine, si comme elle"
placeName,Seint Anthoine,SMPA-EG_censier_0046,209,"é pour les petites meisons de Seint Anthoine, devant le Barr"
placeName,Seint Merri,SMPA-EG_censier_0046,209,"ie, et par toute le Grant Rue Seint Merri, jusques au coing"
persName,Evrart le Nerou,SMPA-EG_censier_0047,212,"ant, d’un cousté, à le meison Evrart le Nerou¹, le fanier, e"
persName,Guillaume Boucel,SMPA-EG_censier_0047,212,"n Margarite le Boucelle [modo Guillaume Boucel], et sus autr"
persName,Guilleume,SMPA-EG_censier_0047,212,"Seint Merri, que est à mesire Guilleume l’Auvergnaz au prese"
persName,Margarite le Boucelle,SMPA-EG_censier_0047,212,"et, d’autre part, à le meison Margarite le Boucelle [modo Gu"
persName,Pierre,SMPA-EG_censier_0047,212,"ier, les dues, et l’autre est Pierre d’Ablege, ii d."
persName,Pierre de Tornai,SMPA-EG_censier_0047,212,", à le petite meison aus hers Pierre de Tornai, et, d’autre"
persName,Pierre de Tornay,SMPA-EG_censier_0047,212,", à le meison aus hers de feu Pierre de Tornay, ix s."
persName,Robert le Cloetier,SMPA-EG_censier_0047,212,"le rue de Marivaus, que sont Robert le Cloetier, les dues,"
persName,Robert le Vinetier,SMPA-EG_censier_0047,212,"meisons entretenans, que sont Robert le Vinetier [modo Douch"
placeName,Seint Denis du Pas,SMPA-EG_censier_0047,212,"Les chanoines de Seint Denis du Pas, pour xx s."
placeName,Seint Merri,SMPA-EG_censier_0047,212,"de l’autiel Seint Michiel de Seint Merri, que est à mesire"
placeName,Seinte Katherine,SMPA-EG_censier_0047,212,"sus le meison de l’Ostiel de Seinte Katherine tenant, d’un"
persName,Guiart le Porchier,SMPA-EG_censier_0048,212,"chans, le petit archier [modo Guiart le Porchier, savetier],"
persName,Guilleume Deschans,SMPA-EG_censier_0048,212,"Guilleume Deschans, le petit a"
persName,Jehan Bourdon,SMPA-EG_censier_0048,212,eritiers de feu Jehan Fornié [Jehan Bourdon].
persName,Jehan Fornié,SMPA-EG_censier_0048,212,x poient les heritiers de feu Jehan Fornié [Jehan Bourdon].
persName,Robert Basin,SMPA-EG_censier_0048,212,"tre part, à le meison que fut Robert Basin, x d.; les quiex"
placeName,Jehan Pain Mollet,SMPA-EG_censier_0048,212,"15. — [Fol. 19 v°.] En le rue Jehan Pain Mollet, devant le G"
persName,Gieffre Morise,SMPA-EG_censier_0049,212,ie le fame ou ces hers de feu Gieffre Morise.
persName,Henri le Fornier,SMPA-EG_censier_0049,212,Les hers de feu Henri le Fornier [modo Jehan F
persName,Jaque,SMPA-EG_censier_0049,212,"— Devant le Chief du mostier Jaque, tres meisons tant seule"
persName,Jehan Fiqueit,SMPA-EG_censier_0049,212,de feu Henri le Fornier [modo Jehan Fiqueit] pour leur meiso
persName,Michiel le Tonnelier,SMPA-EG_censier_0049,212,"ant, d’un cousté, à le meison Michiel le Tonnelier, et, d’au"
persName,Pierre de Dieppe,SMPA-EG_censier_0049,212,"utre part, à le meison de feu Pierre de Dieppe, i d.; le qui"
persName,Agnès la Bordone,SMPA-EG_censier_0050,213,"ier, xv d.; les quieus poient Agnès la Bordone et Devenot, s"
persName,Estiene,SMPA-EG_censier_0050,213,"rdin par derriere, que le dit Estiene acheta de May de Erras"
persName,Estiene de Tria,SMPA-EG_censier_0050,213,"que il acheta des hers de feu Estiene de Tria, le calemellie"
persName,Jaque le Pevrier,SMPA-EG_censier_0050,213,"idonpnaie jusques à le meison Jaque le Pevrier, drapier, xv"
persName,Jehan le Sirier,SMPA-EG_censier_0050,212,"re de Mante, l’orfievre [modo Jehan le Sirier], pour sa meis"
persName,Laurens Quidonpnaie,SMPA-EG_censier_0050,213,"rs et les meisons que feurent Laurens Quidonpnaie, si comme"
persName,Laurens Quidonpnaie,SMPA-EG_censier_0050,213,"les quiex poie le fame de feu Laurens Quidonpnaie, pour le c"
persName,Maci,SMPA-EG_censier_0050,213,Les meisons Maci et Pierre de Montevrain e
persName,Pierre,SMPA-EG_censier_0050,213,"Item, le dit Pierre pour une chambre et pou"
persName,Pierre de Mante,SMPA-EG_censier_0050,213,"ierre de Montevrain et du dit Pierre de Mante ajognant, et l"
persName,Pierre de Mante,SMPA-EG_censier_0050,212,"Pierre de Mante, l’orfievre [m"
persName,Pierre de Montevrain,SMPA-EG_censier_0050,213,Les meisons Maci et Pierre de Montevrain et du dit
persName,Symon Paien,SMPA-EG_censier_0050,213,"tre part, à le meison que est Symon Paien, viii d.; les quie"
persName,Symon Paien,SMPA-EG_censier_0050,212,"oucherie, exceptées le meison Symon Paien et le meison que f"
persName,Symon Quidonpnaie,SMPA-EG_censier_0050,213,"s se comportent, de le meison Symon Quidonpnaie jusques à le"
persName,Symon Quidonpnaie,SMPA-EG_censier_0050,212,"on Paien et le meison que fut Symon Quidonpnaie, que ne sont"
placeName,Seint Jaque,SMPA-EG_censier_0050,212,"17. — En le Grant Rue, devant Seint Jaque, du coing de le Ta"
persName,Estiene le Picart,SMPA-EG_censier_0051,213,La fame de feu Estiene le Picart [modo Jehan
persName,Hue le Restore,SMPA-EG_censier_0051,213,"un cousté, à le meison mestre Hue le Restore, clerc, et, d’a"
persName,Jehan,SMPA-EG_censier_0051,213,"t et Jehane, sa suer, fame de Jehan l’Ymagier [modo Jehan Ro"
persName,Jehan Poillevilain,SMPA-EG_censier_0051,213,e feu Estiene le Picart [modo Jehan Poillevilain] pour ces m
persName,Jehan Rouciau,SMPA-EG_censier_0051,213,"fame de Jehan l’Ymagier [modo Jehan Rouciau, tesarant] pour"
persName,Jehan Rouciau,SMPA-EG_censier_0051,213,"bert et Jehane, sa suer [modo Jehan Rouciau, tesarant], ii d"
persName,Jehan de Lueu,SMPA-EG_censier_0051,213,"Le meison, que feut Jehan de Lueu, aus Sallies ten"
persName,Jehan le Lueu,SMPA-EG_censier_0051,213,"part, à le dite meison de feu Jehan le Lueu, et, d’autre par"
persName,Jehane,SMPA-EG_censier_0051,213,"devant ditz Pierre Tibert et Jehane, sa suer, fame de Jehan"
persName,Jehane,SMPA-EG_censier_0051,213,"à le meison Pierre Tibert et Jehane, sa suer [modo Jehan Ro"
persName,Laurens Quidonpnaye,SMPA-EG_censier_0051,213,"derriere, tenant aus meisons Laurens Quidonpnaye et Pierre"
persName,Pierre Tibert,SMPA-EG_censier_0051,213,"[Fol. 20.] Les devant ditz Pierre Tibert et Jehane, sa su"
persName,Pierre Tibert,SMPA-EG_censier_0051,213,"et, d’autre part, à le meison Pierre Tibert et Jehane, sa su"
persName,Pierre de Manta,SMPA-EG_censier_0051,213,"eisons Laurens Quidonpnaye et Pierre de Manta, l’orfievre, i"
persName,Jehan Dupin,SMPA-EG_censier_0052,213,"’autre<pb n=""214"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n221_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p214_c52_2""/> part, à le meison Jehan Dupin, devant le petite"
persName,Pierre,SMPA-EG_censier_0052,213,"Pierre, le courreeur de cuers,"
persName,Pierre de Veires,SMPA-EG_censier_0052,213,"uers, pour sa meison, que fut Pierre de Veires [modo aus hei"
persName,Alain,SMPA-EG_censier_0053,214,"le Bouchier, le meison du dit Alain et cele dudit Raoul à le"
persName,Alain le Chaucier,SMPA-EG_censier_0053,214,Alain le Chaucier et Raoul Les
persName,Evrart du Wer,SMPA-EG_censier_0053,214,"Robert Beroust, clerc, [modo Evrart du Wer] pour xx s. de c"
persName,Hue le Boulvegne,SMPA-EG_censier_0053,214,"dit Raoul à le meison que fut Hue le Boulvegne, que est à pr"
persName,Jaque le Chapellier,SMPA-EG_censier_0053,214,"Boulvegne, que est à present Jaque le Chapellier, [modo Jeh"
persName,Jehan Aspicier,SMPA-EG_censier_0053,214,"nt Jaque le Chapellier, [modo Jehan Aspicier] iii s.; les qu"
persName,Raoul,SMPA-EG_censier_0053,214,on du dit Alain et cele dudit Raoul à le meison que fut Hue
persName,Raoul Lescot,SMPA-EG_censier_0053,214,"Alain le Chaucier et Raoul Lescot, le cellier, [mod"
persName,Robert Beroust,SMPA-EG_censier_0053,214,"ire Yves le Breton, et mestre Robert Beroust, clerc, [modo E"
persName,Yves le Breton,SMPA-EG_censier_0053,214,"nt le benefice que fut mesire Yves le Breton, et mestre Robe"
placeName,Chastellet,SMPA-EG_censier_0053,214,"p. de cens, que il en ont ou Chastellet de Paris, chascun a"
placeName,Seint Denis,SMPA-EG_censier_0053,214,"20. — En le Grant Rue Seint Denis, devant le fontein"
persName,Adam Aranc,SMPA-EG_censier_0054,222,"aoul de Mafliers, dont mesire Adam Aranc prent de fons de te"
persName,Adam Arenc,SMPA-EG_censier_0054,222,"v arpens en le censive mesire Adam Arenc, et arpent et demi"
persName,Adam Arenc,SMPA-EG_censier_0054,221,"les cinc en le censive mesire Adam Arenc, et le autre arpent"
persName,Adam Coquinnier,SMPA-EG_censier_0054,218,Estiene le Barrois [modo Adam Coquinnier] tient un quar
persName,Adam Picalesne,SMPA-EG_censier_0054,217,Adam Picalesne de le Villete S
persName,Adam Ranier,SMPA-EG_censier_0054,220,"et demi ; la fame Agnez, fame Adam Ranier, demi arpent; mest"
persName,Aden Point La Rue,SMPA-EG_censier_0054,217,Jaque Bouceu [modo Aden Point La Rue] pour dus ar
persName,Agnes,SMPA-EG_censier_0054,222,"riere et à le terre, que feut Agnes le fame feu Raoul de Maf"
persName,Agnès la Bardelle,SMPA-EG_censier_0054,214,"bouchier de Grant Pont [modo Agnès la Bardelle], pour un ar"
persName,Alain de Seint Benoist,SMPA-EG_censier_0054,218,"e Convers [à present auz hers Alain de Seint Benoist], vi d."
persName,Ameline,SMPA-EG_censier_0054,220,"Ameline, le fame feu Nicholaus"
persName,Andri Bigue,SMPA-EG_censier_0054,215,"utre part, à le viegne de feu Andri Bigue [Jehan Brice — mod"
persName,Andri Sance,SMPA-EG_censier_0054,214,"Nicholaus Sance [mestre Andri Sance, clerc, fiuz du di"
persName,Andrieu de Villenes,SMPA-EG_censier_0054,223,"ient à present la dicte ferme Andrieu de Villenes, gendre du"
persName,Arnoul,SMPA-EG_censier_0054,218,"rs de feu Henri de Neys [modo Arnoul d’Armenonville, clerc,"
persName,Aubert Murié,SMPA-EG_censier_0054,217,"enans, d’une part, à le terre Aubert Murié du coing de Piche"
persName,Aubert Murié,SMPA-EG_censier_0054,216,"rt, à le viegne et à le terre Aubert Murié [modo Engeren le"
persName,Bertaut Arrode,SMPA-EG_censier_0054,214,"t Martin, devant le presseeur Bertaut Arrode, tenant au chem"
persName,Bertaut Poupin,SMPA-EG_censier_0054,217,"Malcoart, tenans à le viegne Bertaut Poupin, d’une part, et"
persName,Clement Tioust,SMPA-EG_censier_0054,219,Clement Tioust [modo Adan de l
persName,Colin Baube,SMPA-EG_censier_0054,215,re Jehan Lecomte [et l’autre] Colin Baube; et les bailla led
persName,Enjoren le Fournier,SMPA-EG_censier_0054,216,"Guerin — Paien le Fournier — Enjoren le Fournier¹], vi d."
persName,Ernoul Pigno La Rue,SMPA-EG_censier_0054,217,"Panti [modo Henri Berangier — Ernoul Pigno La Rue], iii d."
persName,Estiene,SMPA-EG_censier_0054,219,"noines ; en insit tient ledit Estiene un arpent, que doit ii"
persName,Estiene,SMPA-EG_censier_0054,218,"’un cousté, à le terre du dit Estiene, que est en le censive"
persName,Estiene Asce,SMPA-EG_censier_0054,220,"t, devers le boys, à le terre Estiene Asce du dit pont ; et"
persName,Estiene Asse,SMPA-EG_censier_0054,220,"rt, du bot en aut, à le terre Estiene Asse du dit pont de Ch"
persName,Estiene Bonefille,SMPA-EG_censier_0054,218,re Seint Martin et à le terre Estiene Bonefille [à present J
persName,Estiene Bonefille,SMPA-EG_censier_0054,217,"d’une part, à le terre dudit Estiene Bonefille, et, d’autre"
persName,Estiene Bonefille,SMPA-EG_censier_0054,216,"Estiene Bonefille, le bouchier"
persName,Estiene Le Mire,SMPA-EG_censier_0054,215,Mestre Pierre le Myere [modo Estiene Le Mire — modo Emoren
persName,Estiene Piquet,SMPA-EG_censier_0054,215,"— modo Emoren le Fournier et Estiene Piquet], pour trois ar"
persName,Estiene de Riviere,SMPA-EG_censier_0054,215,— modo Emoren le Fournier et Estiene de Riviere] pour un ar
persName,Estiene le Barois,SMPA-EG_censier_0054,219,"Estiene le Barois, pour autres"
persName,Estiene le Barrois,SMPA-EG_censier_0054,219,"enant, d’une part, à le terre Estiene le Barrois, et, d’autr"
persName,Estiene le Barrois,SMPA-EG_censier_0054,218,"’une part, de le terre au dit Estiene le Barrois, et, d’autr"
persName,Estiene le Barrois,SMPA-EG_censier_0054,218,"e part, à le terre que le dit Estiene le Barrois tient trois"
persName,Estiene le Barrois,SMPA-EG_censier_0054,218,Estiene le Barrois [modo Adam
persName,Estienne Alorge,SMPA-EG_censier_0054,221,"ves, Bernat, son freire [modo Estienne Alorge], pour ledit a"
persName,Estienne de Monteigne,SMPA-EG_censier_0054,222,"laarent le Breto, clerc [modo Estienne de Monteigne et Julia"
persName,Gautier de Mons,SMPA-EG_censier_0054,217,"Guilleume de Sanz [modo Gautier de Mons], qui demeure"
persName,Gautier le Boutonier,SMPA-EG_censier_0054,215,"Fol. 21.] Jehane, le fame feu Gautier le Boutonier [modo Hue"
persName,Geufroi Viel,SMPA-EG_censier_0054,217,urens [modo Jehan Viel — modo Geufroi Viel] pour un arpent e
persName,Gieffre,SMPA-EG_censier_0054,215,", ajognant de le terre du dit Gieffre, d’un cousté, et, d’au"
persName,Gieffre de Donpmartin,SMPA-EG_censier_0054,215,"de Savies et à le terre dudit Gieffre de Donpmartin, vii d."
persName,Gieffre de Donpmartin,SMPA-EG_censier_0054,215,"Gieffre de Donpmartin, le merc"
persName,Gile,SMPA-EG_censier_0054,216,"bouchier de Grant Pont [modo Giles de Bonville], pour dus a"
persName,Girart de Breiben,SMPA-EG_censier_0054,218,"stiene, que est en le censive Girart de Breiben, qui jognt à"
persName,Guiart de Lagni,SMPA-EG_censier_0054,218,"ur partie, iii s. ii d. [modo Guiart de Lagni, demourant en"
persName,Guillaume,SMPA-EG_censier_0054,221,", à le terre, que feut mestre Guillaume aus Feuves, dus arpe"
persName,Guillaume Caourci de Monsturel,SMPA-EG_censier_0054,219,[Fol. 23.] Guillaume Caourci de Monsturel
persName,Guillaume Teillier,SMPA-EG_censier_0054,218,"Teillier, et ces enfans [modo Guillaume Teillier], pour troi"
persName,Guilleume,SMPA-EG_censier_0054,221,"Les hers de feu mestre Guilleume au Feuves, Bernat, s"
persName,Guilleume,SMPA-EG_censier_0054,219,"gne tenant à le viegne du dit Guilleume, d’un cousté [modo T"
persName,Guilleume,SMPA-EG_censier_0054,219,"autre arpent de viegne du dit Guilleume, xvi d. de fons de t"
persName,Guilleume Bordo,SMPA-EG_censier_0054,222,"sté, à le terre que feut sire Guilleume Bordo, et, part deso"
persName,Guilleume Gallo,SMPA-EG_censier_0054,215,"s, d’une part, à le viegne fu Guilleume Gallo, et, d’autre p"
persName,Guilleume de Sanz,SMPA-EG_censier_0054,217,"d’un cousté, à le dite viegne Guilleume de Sanz, et, d’autre"
persName,Guilleume de Sanz,SMPA-EG_censier_0054,217,Guilleume de Sanz [modo Gautie
persName,Guilleume le Mereschalc,SMPA-EG_censier_0054,215,Guilleume le Mereschalc [modo
persName,Henri Berangier,SMPA-EG_censier_0054,217,e le maladerie de Panti [modo Henri Berangier — Ernoul Pigno
persName,Henri de Neys,SMPA-EG_censier_0054,218,Les hers de feu Henri de Neys [modo Arnoul d’A
persName,Hervi,SMPA-EG_censier_0054,218,"Mestre Hervi de le Trinité, clerc, po"
persName,Hervi,SMPA-EG_censier_0054,217,", d’une part, à le dite terre Hervi de le Trinité, d’autre p"
persName,Hervi,SMPA-EG_censier_0054,217,"et, d’autre part, à le terre Hervi de le Trinité, clerc, xv"
persName,Hue,SMPA-EG_censier_0054,215,"eu Gautier le Boutonier [modo Huet Guerin], pour demi arpent"
persName,Hue,SMPA-EG_censier_0054,215,"terre sur nous, etc., qui est Huec Ribot. — Item, de parler"
persName,Hue Guerin,SMPA-EG_censier_0054,216,modo Tibaut Gerin — à present Hue Guerin — Paien le Fournier
persName,Hue Guerin,SMPA-EG_censier_0054,216,"llet [à present Jehan Murié — Hue Guerin], v d. et poitevine"
persName,Hue Guerin,SMPA-EG_censier_0054,215,"Jehan de Buci [modo Hue Guerin], demourans en Quin"
persName,Hue Guerin,SMPA-EG_censier_0054,215,"Donpmartin, le mercier [modo Hue Guerin — modo Emoren le Fo"
persName,Jaque Bouceu,SMPA-EG_censier_0054,217,Jaque Bouceu [modo Aden Point
persName,Jaquet Boucel,SMPA-EG_censier_0054,214,fame feu Pierre Boucou [modo Jaquet Boucel] pour un arpent
persName,Jehan,SMPA-EG_censier_0054,223,desclarée par avant. [Lequel¹ Jehan est trespassé et tient à
persName,Jehan,SMPA-EG_censier_0054,223,"eu de Villenes, gendre du dit Jehan.]"
persName,Jehan,SMPA-EG_censier_0054,222,"s tint à sa vie du dit mesire Jehan, et tient trois arpens d"
persName,Jehan,SMPA-EG_censier_0054,219,Jehano le Lombart tient trois
persName,Jehan,SMPA-EG_censier_0054,218,"Jehan, dit Teiller, tient demi"
persName,Jehan,SMPA-EG_censier_0054,217,"Robert Lescrivenz — à present Jehan de la Fournaize, ou nom"
persName,Jehan Augier,SMPA-EG_censier_0054,221,"devant ditz dus arpens dudit Jehan Augier, d'un cousté, et,"
persName,Jehan Augier,SMPA-EG_censier_0054,221,Jehan Augier pour dus arpens d
persName,Jehan Becheron,SMPA-EG_censier_0054,219,"don; et, pour le dit Thibaut, Jehan Becheron et Jehan le Lar"
persName,Jehan Berengier,SMPA-EG_censier_0054,216,"et, d’autre part, à le terre Jehan Berengier de le Villete"
persName,Jehan Billouart,SMPA-EG_censier_0054,217,"erre et pour dyeme [à present Jehan Billouart], v s. p."
persName,Jehan Bordo,SMPA-EG_censier_0054,214,"et, d’autre part, a le viegne Jehan Bordo, le jouene [à pres"
persName,Jehan Brice,SMPA-EG_censier_0054,215,le viegne de feu Andri Bigue [Jehan Brice — modo Jehan de Ri
persName,Jehan Garnier,SMPA-EG_censier_0054,214,"Jehan Garnier, le bouchier de"
persName,Jehan Lecomte,SMPA-EG_censier_0054,218,"Estiene Bonefille [à present Jehan Lecomte, closier de Sein"
persName,Jehan Lecomte,SMPA-EG_censier_0054,215,"Hemart le Riche, (et) l’autre Jehan Lecomte [et l’autre] Col"
persName,Jehan Murié,SMPA-EG_censier_0054,216,"Aloïs, le fame fu Jehan Murié [modo J. Murié], p"
persName,Jehan Murié,SMPA-EG_censier_0054,216,"du petit Aignellet [à present Jehan Murié — Hue Guerin], v d"
persName,Jehan Murié,SMPA-EG_censier_0054,215,"terre Aalois, le fame de feu Jehan Murié, et, d’autre part,"
persName,Jehan Murié de Poitronville,SMPA-EG_censier_0054,216,"Jehan Murié de Poitronville, p"
persName,Jehan Otren,SMPA-EG_censier_0054,221,"lec, et les tient son closier Jehan Otren, auprés au Molin a"
persName,Jehan Poislaysne,SMPA-EG_censier_0054,222,devers les marays à le terre Jehan Poislaysne [modo N. le M
persName,Jehan Poupin,SMPA-EG_censier_0054,218,"ne arrachée, que il acheta de Jehan Poupin, tenans, d’une pa"
persName,Jehan Poupin,SMPA-EG_censier_0054,216,"let, le boulengier, acheta de Jehan Poupin, que est en nostr"
persName,Jehan Russel,SMPA-EG_censier_0054,223,"Jehan Russel, le vieil, d'Yver"
persName,Jehan Teillier,SMPA-EG_censier_0054,218,"’un cousté, à le terre au dit Jehan Teillier, et, d’autre pa"
persName,Jehan Teillier,SMPA-EG_censier_0054,218,"et, d’autre part, à le terre Jehan Teillier, que tient de n"
persName,Jehan Tient,SMPA-EG_censier_0054,219,t Robert de Monstreul² — modo Jehan Tient et Climent Tient]
persName,Jehan Viel,SMPA-EG_censier_0054,217,ambert de Seint Laurens [modo Jehan Viel — modo Geufroi Viel
persName,Jehan Viel,SMPA-EG_censier_0054,217,", d’autre… (sic) [à present à Jehan Viel], iii d."
persName,Jehan de Bonneul,SMPA-EG_censier_0054,220,r dyeme [modo Pierre Cutin et Jehan de Bonneul].
persName,Jehan de Buci,SMPA-EG_censier_0054,215,Jehan de Buci [modo Hue Guerin
persName,Jehan de Buci,SMPA-EG_censier_0054,215,"et, d’autre part, à le terre Jehan de Buci, xii d."
persName,Jehan de Devisze,SMPA-EG_censier_0054,222,"Mesire Jehan de Devisze, chevalier, d"
persName,Jehan de Riviers,SMPA-EG_censier_0054,215,"dri Bigue [Jehan Brice — modo Jehan de Riviers, à cause de s"
persName,Jehan de Vaubenon,SMPA-EG_censier_0054,221,"Jehan de Vaubenon¹, pour ii ar"
persName,Jehan le Clerc,SMPA-EG_censier_0054,220,"et, d’autre part, à le terre Jehan le Clerc du pont de Char"
persName,Jehan le Clerc de Charanto,SMPA-EG_censier_0054,220,"nans, d’un cousté, à le terre Jehan le Clerc de Charanto, et"
persName,Jehan le Convers,SMPA-EG_censier_0054,218,"enis, entre les terres du dit Jehan le Convers, ii d."
persName,Jehan le Convers,SMPA-EG_censier_0054,218,"part, tenans à le dite terre Jehan le Convers [à present au"
persName,Jehan le Convers,SMPA-EG_censier_0054,217,[Fol. 22.] Jehan le Convers [modo Robert
persName,Jehan le Convers,SMPA-EG_censier_0054,216,"enant, d’une part, à le terre Jehan le Convers, que tient de"
persName,Jehan le Cordier,SMPA-EG_censier_0054,217,"ordier des Hallez — à present Jehan le Cordier, demourant en"
persName,Jehan le Douz,SMPA-EG_censier_0054,219,"trois quartiers, que feurent Jehan le Douz et Tierri le Ros"
persName,Jehan le Larron,SMPA-EG_censier_0054,219,"it Thibaut, Jehan Becheron et Jehan le Larron tienent¹ — mod"
persName,Jehan le Maçon,SMPA-EG_censier_0054,219,me Caourci de Monsturel [modo Jehan le Maçon et Thibaut Card
persName,Jehane,SMPA-EG_censier_0054,216,"tenant à le terre de le dite Jehane, et, d’autre part, à le"
persName,Jehane,SMPA-EG_censier_0054,215,"[Fol. 21.] Jehane, le fame feu Gautier le"
persName,Jehane,SMPA-EG_censier_0054,214,[Fol. 20 v°.] Treuville. Jehane le fame feu Pierre Bouc
persName,Lambert de Seint Laurens,SMPA-EG_censier_0054,217,Lambert de Seint Laurens [modo
persName,Mace,SMPA-EG_censier_0054,220,"part, à le terre sire Tibaut Macei, borgois de Paris, et au"
persName,Maci,SMPA-EG_censier_0054,220,"nt, et à le terre sire Tybout Maci, borgois de Paris [modo S"
persName,Maci de Grosbois,SMPA-EG_censier_0054,216,"enans, d’une part, à le terre Maci de Grosbois, et, d’autre"
persName,Maci de Grosbois,SMPA-EG_censier_0054,215,"urceu et Robert le Messier et Maci de Grosbois, toutes entre"
persName,Marie,SMPA-EG_censier_0054,219,"modo mestre Loys du Boys, par Marie sa fame], pour trois qua"
persName,Marie Laugière,SMPA-EG_censier_0054,221,"arpent en nostre terre [modo Marie Laugière], vi d."
persName,Marie de Murllent,SMPA-EG_censier_0054,216,Marie de Murllent [modo mestre
persName,Nicholaus,SMPA-EG_censier_0054,220,"[Fol. 23 v°.] Mestre Nicholaus, dit à l’Escuruel, d"
persName,Nicholaus Sance,SMPA-EG_censier_0054,214,Nicholaus Sance [mestre Andri
persName,Nicholaus de Rosai,SMPA-EG_censier_0054,220,tenant à le dite terre de feu Nicholaus de Rosai et à le ter
persName,Nicholaus de Rosai,SMPA-EG_censier_0054,220,"Ameline, le fame feu Nicholaus de Rosai, pour dus a"
persName,Nicholaus des Chans,SMPA-EG_censier_0054,218,Le curé de Seint. Nicholaus des Chans pour un qu
persName,Odart,SMPA-EG_censier_0054,220,"nt de Charanto, et à le terre Odart de le Barre, demi arpent"
persName,Odart le Rousse,SMPA-EG_censier_0054,220,"Odart le Rousse, du pont de Ka"
persName,Perrin Brice,SMPA-EG_censier_0054,216,"st en nostre terre [à present Perrin Brice], xii d."
persName,Pierre,SMPA-EG_censier_0054,220,"m Ranier, demi arpent; mestre Pierres Blanchet, un arpent."
persName,Pierre,SMPA-EG_censier_0054,215,"Guilleume le Mereschalc [modo Pierre], demourens en l’Encloi"
persName,Pierre,SMPA-EG_censier_0054,215,"nant à le terre du dit mestre Pierre, d’une part, et, d’autr"
persName,Pierre Boucou,SMPA-EG_censier_0054,214,Treuville. Jehane le fame feu Pierre Boucou [modo Jaquet Bou
persName,Pierre Cutin,SMPA-EG_censier_0054,220,demi de vin pour dyeme [modo Pierre Cutin et Jehan de Bonne
persName,Pierre Marceu,SMPA-EG_censier_0054,222,"s cinc quartiers de prié sire Pierre Marceu, le vieus,"
persName,Pierre Marceu,SMPA-EG_censier_0054,222,ns devers le fonteine au prié Pierre Marceu et au chief desu
persName,Pierre de Chambelin,SMPA-EG_censier_0054,216,Les hers de fu mestre Pierre de Chambelin pour trois
persName,Pierre de Chambelli,SMPA-EG_censier_0054,216,viegne des hers du dit mestre Pierre de Chambelli [modo Sequ
persName,Pierre le Miere,SMPA-EG_censier_0054,215,"d’une part, à le terre mestre Pierre le Miere, que tient des"
persName,Pierre le Myere,SMPA-EG_censier_0054,215,Mestre Pierre le Myere [modo Estiene
persName,Raoul de Mafliers,SMPA-EG_censier_0054,222,"e, que feut Agnes le fame feu Raoul de Mafliers, dont mesire"
persName,Renier Viellet,SMPA-EG_censier_0054,216,"rt, à le viegne arrachée, que Renier Viellet, le boulengier,"
persName,Richart,SMPA-EG_censier_0054,220,"pont de Karanton, fame jadis Richart de le Barre, pour demi"
persName,Richart des Polies,SMPA-EG_censier_0054,222,"Richart des Polies, le mercier"
persName,Richart des Polies,SMPA-EG_censier_0054,221,fons d'un arpent de terre que Richart des Polies tient des c
persName,Robert Blanchet,SMPA-EG_censier_0054,220,"dessus diz, c’est assavoir : Robert Blanchet, ii arpens et"
persName,Robert Lescriven,SMPA-EG_censier_0054,217,". 22.] Jehan le Convers [modo Robert Lescriven, changeeur] p"
persName,Robert Lescrivenz,SMPA-EG_censier_0054,217,et c’en va au bois [à present Robert Lescrivenz — à present
persName,Robert Turost,SMPA-EG_censier_0054,220,"Robert Turost, de Paris, pour"
persName,Robert de Monstreul,SMPA-EG_censier_0054,219,"do Benoit le Descharcheur, et Robert de Monstreul² — modo Je"
