type,texte,article,page,contexte
placeName,Aubert le Bouchier,SMPA-EG_censier_0076,232,"par dessa, du coing de le rue Aubert le Bouchier, jusques à"
placeName,Seint Denis,SMPA-EG_censier_0076,232,"Mie-Quaresme, en le Grant Rue Seint Denis, devant le fontein"
placeName,Seint Germain,SMPA-EG_censier_0076,232,"t le comunité et le forge (?) Seint Germain l'Auceurres, vi"
placeName,Seint Innocent,SMPA-EG_censier_0076,232,"int Denis, devant le fonteine Seint Innocent, ou cousté par"
placeName,Seint Jaque,SMPA-EG_censier_0076,233,"et à dame Guillaume du Porge Seint Jaque, tenant, d'une par"
placeName,Seint Jaque,SMPA-EG_censier_0076,233,"ns et dame Guilleuma du Porge Seint Jaque, i d.; lequiel poi"
placeName,Seint Merri,SMPA-EG_censier_0076,233,"des quiex poie le comunité de Seint Merri, pour xxvi s. iii"
persName,Henri des Nes,SMPA-EG_censier_0077,234,"Henri des Nes ou ces hers, Pie"
persName,Henri des Nes,SMPA-EG_censier_0077,234,"ous que l'en appelle le clous Henri des Nes, derriere Poitro"
persName,Henri des Nes,SMPA-EG_censier_0077,234,"nnains de Montmartre, u clous Henri des Nes; des quiex sept"
persName,Pierre de Montegni,SMPA-EG_censier_0077,234,"Henri des Nes ou ces hers, Pierre de Montegni, pour sept"
placeName,Seint Ladre,SMPA-EG_censier_0077,234,"chanoines, iii s. ii d., et à Seint Ladre, xxviii d., et à S"
placeName,Seint Ladre,SMPA-EG_censier_0077,234,"de terre, et le maladerie de Seint Ladre, xxviii d., et le"
placeName,Seint Merri,SMPA-EG_censier_0077,234,arpens les ditz chanoines de Seint Merri prenent iii s. ii
persName,Ancel,SMPA-EG_censier_0079,234,"i [à present Anselbert (corr. Ancelet) de la Halle], iii s."
persName,Andriu Quenel,SMPA-EG_censier_0079,235,"Hue le Madellinier [à present Andriu Quenel], v s."
persName,Aubert le Linier,SMPA-EG_censier_0079,234,ont et prenent sus le meison Aubert le Linier [modo mons. E
persName,Basile,SMPA-EG_censier_0079,234,ont et prenent sus le meison Basile de le Barre [à pressent
persName,Estiene de Suci,SMPA-EG_censier_0079,235,"Queusinier [à pressent mons. Estiene de Suci], xiii s. ix d"
persName,Estienne,SMPA-EG_censier_0079,234,"Aubert le Linier [modo mons. Estienne] de pension, xii s. v"
persName,Geufroi le Madelinier,SMPA-EG_censier_0079,235,"Guilleume Langlois [à present Geufroi le Madelinier], vii s."
persName,Gui,SMPA-EG_censier_0079,235,"ichart l'Orfievre [à pressent Guiot Lovier], ix s."
persName,Guillaume le Clerc,SMPA-EG_censier_0079,234,"asile de le Barre [à pressent Guillaume le Clerc], ii s."
persName,Guilleume Langlois,SMPA-EG_censier_0079,235,les meisons de le fame de feu Guilleume Langlois [à present
persName,Heude le Queusinier,SMPA-EG_censier_0079,235,ont et prenent sus le meison Heude le Queusinier [à pressen
persName,Hue le Madellinier,SMPA-EG_censier_0079,235,Gros que est aus hers de feu Hue le Madellinier [à present
persName,Jehan le Gros,SMPA-EG_censier_0079,235,"renent sus le meison, que fut Jehan le Gros que est aus hers"
persName,Nicholaus de Rosai,SMPA-EG_censier_0079,234,renent sus les meisons de feu Nicholaus de Rosai [à present
persName,Pierre Warroquier,SMPA-EG_censier_0079,235,"Item¹, sus la meison Pierre Warroquier, xxx s. — Va"
persName,Richart,SMPA-EG_censier_0079,235,ont et prenent sus le meison Richart l'Orfievre [à pressent
persName,Richart le Garçon,SMPA-EG_censier_0079,235,"ert le Queusinier [à pressent Richart le Garçon], xvi s. iii"
persName,Robert le Queusinier,SMPA-EG_censier_0079,235,ont et prenent sus le meison Robert le Queusinier [à presse
persName,Simon Sepinel,SMPA-EG_censier_0079,234,"leur autre meison [à present Simon Sepinel et sa fame, à le"
placeName,Seint Merri,SMPA-EG_censier_0079,234,Encloustre jusques à le Porte Seint Merri.
persName,Jehan,SMPA-EG_censier_0080,235,"le fame et aus enfans de feu Jehan d'Angier, iii s. ix d."
placeName,Seint Martin,SMPA-EG_censier_0080,235,2. — Ce est le cens en le rue Seint Martin.
persName,Adam,SMPA-EG_censier_0081,235,"stienne de Conches [à present Adam d'Amiens], xvi s. [vii s."
persName,Estiene de Conches,SMPA-EG_censier_0081,235,"Item, sus la meison Estiene de Conches [à present"
persName,Estienne de Conches,SMPA-EG_censier_0081,235,"Item³, sus la meison Estienne de Conches [à present"
persName,Jehan Boulengier,SMPA-EG_censier_0081,236,"sons entretenans, que feurent Jehan Boulengier, v s.¹."
persName,Jehan Paian,SMPA-EG_censier_0081,235,"scolles) [à present aus hoirs Jehan Paian (corr. Poier)²], i"
persName,Robert de Paris,SMPA-EG_censier_0081,235,"e coing de le rue de le Court Robert de Paris, que feut Thom"
persName,Thomas,SMPA-EG_censier_0081,235,"ciez de Nostre-Dame, que feut Thomas de les Celles (corr. l'"
persName,Thomas le Chandellier,SMPA-EG_censier_0081,235,"urt Robert de Paris, que feut Thomas le Chandellier [à"
persName,Baudoin le Riche,SMPA-EG_censier_0082,236,"el le Breto, clerc [à present Baudoin le Riche], iii s. iii"
persName,Daniel le Breto,SMPA-EG_censier_0082,236,"renent sus les meisons mestre Daniel le Breto, clerc [à pres"
persName,Jehan de Sezanne,SMPA-EG_censier_0082,236,"la Royne ajoignant [à present Jehan de Sezanne], iii s. ii d"
persName,Ernoul Pellerin,SMPA-EG_censier_0083,236,"Peirone, le masson [à present Ernoul Pellerin, mason], xv d."
persName,Gui,SMPA-EG_censier_0083,236,"derriere, que feut le granche Guibert le Begue, iii d. i t."
persName,Guillaume,SMPA-EG_censier_0083,236,"us le meison choete, que feut Guillaume d'Aigremorte, que Th"
persName,Guillaume,SMPA-EG_censier_0083,236,"de ce meison [à present mons. Guillaume d'Ateinville], ii s."
persName,Guillaume le Potier,SMPA-EG_censier_0083,236,"ene de Nostre-Dame [à present Guillaume le Potier], ii s. vi"
persName,Henri,SMPA-EG_censier_0083,236,ont et prenent sus le meison Henri l'Alement [à present Jeh
persName,Jehan de Peirone,SMPA-EG_censier_0083,236,"ont et prenent sus le meison Jehan de Peirone, le masson [à"
persName,Jehan le Potier,SMPA-EG_censier_0083,236,"on Henri l'Alement [à present Jehan le Potier], ii s."
persName,Thomas le Fundeur,SMPA-EG_censier_0083,236,"t Guillaume d'Aigremorte, que Thomas le Fundeur tient, ajogn"
persName,Yve des Pavellons,SMPA-EG_censier_0083,236,"e le Voute, fame jadis mestre Yve des Pavellons, par derrier"
placeName,Biaubourc,SMPA-EG_censier_0083,236,"ieffrey l'Angevin, jusques en Biaubourc, d'un cousté et d'au"
placeName,Gieffre,SMPA-EG_censier_0083,236,"e sont les censives en le rue Gieffrey l'Angevin, jusques en"
placeName,Seint Estiene,SMPA-EG_censier_0083,236,le meison aus dus beneficiez Seint Estiene de Nostre-Dame [
persName,Guillaume Langlois,SMPA-EG_censier_0084,237,"Richart Gresillon [à present Guillaume Langlois, beneficier"
persName,Phelippe,SMPA-EG_censier_0084,236,nent sus une place vuehde que Phelippe de
persName,Richart Gresillon,SMPA-EG_censier_0084,237,"Item¹, sus le meison Richart Gresillon [à present G"
persName,Robert de Corbuelh,SMPA-EG_censier_0084,236,"enent sus le meison, que feut Robert de Corbuelh [à present"
placeName,Biaubourc,SMPA-EG_censier_0084,236,6. — Ce sont les censives en Biaubourc.
persName,Gile,SMPA-EG_censier_0085,237,"ont et prenent sus le granche Gile à le Tache, ii s."
persName,Jehan de Rouan,SMPA-EG_censier_0085,237,mesons qui furent à la fillie Jehan de Rouan et de Jehane la
persName,Jehane la Charbonniere,SMPA-EG_censier_0085,237,"a fillie Jehan de Rouan et de Jehane la Charbonniere, sa mer"
persName,Thomas le Frapier,SMPA-EG_censier_0085,237,"r de le leur meison, que feut Thomas le Frapier [à present P"
persName,Estiene de Neuf Chastieu,SMPA-EG_censier_0086,237,prenent sus le meison mestre Estiene de Neuf Chastieu [à pr
persName,Estiene le Gros,SMPA-EG_censier_0086,237,ont et prenent sus le meison Estiene le Gros [à present Jeh
persName,Gile,SMPA-EG_censier_0086,237,"ont et prenent sus le meison Gilete, le niece Jehan dit le"
persName,Guillaume Langlois,SMPA-EG_censier_0086,237,t prenent sus le grant meison Guillaume Langlois [à present
persName,Guy,SMPA-EG_censier_0086,237,"int Denis [à pressent Betuche Guy], ix d."
persName,Jaque le Breto,SMPA-EG_censier_0086,237,"ont et prenent sus la meison Jaque le Breto, clerc [à prese"
persName,Jehan,SMPA-EG_censier_0086,237,"us le meison Gilete, le niece Jehan dit le Velut [à present"
persName,Jehan,SMPA-EG_censier_0086,237,"on Estiene le Gros [à present Jehan d'Arbleiges], v s. vi d."
persName,Jehan Belin,SMPA-EG_censier_0086,237,"Jehan dit le Velut [à present Jehan Belin, monnoier], vi d."
persName,Jehan du Neuf Catel,SMPA-EG_censier_0086,237,"e de Neuf Chastieu [à present Jehan du Neuf Catel], xx s."
persName,Pierre de Pontoise,SMPA-EG_censier_0086,237,"s deus places vides, qui sont Pierre de Pontoise, mason, xv"
persName,Simon de Denmertin,SMPA-EG_censier_0086,237,"Guillaume Langlois [à present Simon de Denmertin], iiii s. v"
placeName,Seint Denis,SMPA-EG_censier_0086,237,renent sus le meison Heude de Seint Denis [à pressent Betuch
placeName,Seint Leu,SMPA-EG_censier_0086,237,"nnier [à present Eranbourc de Seint Leu], xv d."
placeName,Symon Franc,SMPA-EG_censier_0086,237,e sont les censives en le rue Symon Franc.
persName,Ancel de Morgneval,SMPA-EG_censier_0087,237,prenent sus le meison mestre Ancel de Morgneval [à present
persName,Guy,SMPA-EG_censier_0087,237,"de Morgneval [à present Tote Guy], ii s."
placeName,Guilleume Espaulart,SMPA-EG_censier_0087,237,9. — Ce est le cens en le rue Guilleume Espaulart.
persName,Geufroi de Saveni,SMPA-EG_censier_0089,238,"hielle, le paveeur [à present Geufroi de Saveni], x s."
persName,Jehan de Chielle,SMPA-EG_censier_0089,238,"ont et prenent sus le meison Jehan de Chielle, le paveeur ["
placeName,Lambert de Chielle,SMPA-EG_censier_0089,238,31.] Ce est le cens en le rue Lambert de Chielle.
placeName,Seint Anthoine,SMPA-EG_censier_0090,238,"et prenent sus les meisons de Seint Anthoine, xx s."
placeName,Seinte Katherine,SMPA-EG_censier_0091,238,"sus le meison del Ostiel-Dieu Seinte Katherine, ii s. vi d."
persName,Jaque,SMPA-EG_censier_0092,238,"he Seint Jaques, sus la meson Jaqueit Bourgois, vi s. vii d."
persName,Jehan Poillevilain,SMPA-EG_censier_0092,238,", vi s. vii d. ob. [A present Jehan Poillevilain, xii s. ix"
persName,Maci de Montévrain,SMPA-EG_censier_0092,238,"Item⁴, sus la meson Maci de Montévrain, xv s."
persName,Pierre de Dieppe,SMPA-EG_censier_0092,238,"le meison ajognant, que feut Pierre de Dieppe, xv d."
placeName,Seint Jaque,SMPA-EG_censier_0092,238,s devant le Chief du moustier Seint Jaque.
placeName,Seint Jaques,SMPA-EG_censier_0092,238,"Item, devant le porche Seint Jaques, sus la meson Jaq"
persName,Jehan Rouciau,SMPA-EG_censier_0093,238,"et Marie, sa suer [à present Jehan Rouciau], ii s. vi d."
persName,Marie,SMPA-EG_censier_0093,238,"us le meison Pierre Tibert et Marie, sa suer [à present Jeha"
persName,Pierre Tibert,SMPA-EG_censier_0093,238,"ont et prenent sus le meison Pierre Tibert et Marie, sa sue"
persName,Alain le Chaucier,SMPA-EG_censier_0094,239,"ont et prenent sus le meison Alain le Chaucier, ii s. xi d."
placeName,Seint Denis,SMPA-EG_censier_0094,239,"e est le cens en le Grant Rue Seint Denis, devant le fontein"
persName,Guilleume,SMPA-EG_censier_0095,239,"tiel Seint Martin, que mestre Guilleume d'Atainville tient,"
persName,Guilleume Gales,SMPA-EG_censier_0095,239,"Seinte Katherine, que mestre Guilleume Gales d'Orlli tient,"
persName,Henri de Laon,SMPA-EG_censier_0095,239,"ce du dit autiel, que messire Henri de Laon tient, pour le a"
persName,Henri du Presseur,SMPA-EG_censier_0095,239,"uz Seint Michiel, que messire Henri du Presseur d'Orlli tien"
persName,Jehan de Champiaus,SMPA-EG_censier_0095,239,"amortisement [à present mons. Jehan de Champiaus], v s."
placeName,Seint Martin,SMPA-EG_censier_0095,239,"t sus le benefice de l'autiel Seint Martin, que mestre Guill"
placeName,Seint Merri,SMPA-EG_censier_0095,239,comunité et les beneficiez de Seint Merri devent aus ditz ch
placeName,Seinte Katherine,SMPA-EG_censier_0095,239,"ce de l'autiel Seint Blasi et Seinte Katherine, que mestre G"
persName,Guillaume de Dreueus,SMPA-EG_censier_0096,239,Guillaume de Dreueus³ pour leu
placeName,Seint Germain,SMPA-EG_censier_0096,239,"prenent sus les chanoines de Seint Germain l'Auceurres, pou"
placeName,Seint Germain,SMPA-EG_censier_0096,239,18. — A Seint Germain l'Auceurres.
persName,Jehan de Montegni,SMPA-EG_censier_0097,240,"icelle meeisme à le fame syre Jehan de Montegni, viii s. ix"
placeName,Encloistre,SMPA-EG_censier_0097,239,"our leur meison du coing de l'Encloistre, xl s."
placeName,Seint Germain,SMPA-EG_censier_0097,240,"Item, à leur vicaire de Seint Germain l'Auceurres, x s"
persName,Erembourc de Seint Lourens,SMPA-EG_censier_0098,241,"de Seint Lourens, fiuz de feu Erembourc de Seint Lourens, po"
persName,Estiene Bonefille,SMPA-EG_censier_0098,241,"et, d'autre part, à le terre Estiene Bonefille, et, au chie"
persName,Hervi,SMPA-EG_censier_0098,240,"Item, Hervi de le Trinité [modo Clim"
persName,Hervi,SMPA-EG_censier_0098,240,"autre part, à le terre du dit Hervi de le Trinité [modo Robe"
persName,Hervi,SMPA-EG_censier_0098,240,"s, d'une part, à le terre que Hervi de la Trinité tient des"
persName,Jehan Langlois,SMPA-EG_censier_0098,240,"Jehan Langlois, dit le Convers"
persName,Jehan le Convers,SMPA-EG_censier_0098,240,"Item, Jehan le Convers pour autres q"
persName,Lambert de Seint Lourens,SMPA-EG_censier_0098,241,"Lambert de Seint Lourens, fiuz"
persName,Robert,SMPA-EG_censier_0098,240,"artin de Pierre Jumelle [modo Robert l'Ecrivein], xviii d."
placeName,Seint Denis,SMPA-EG_censier_0098,240,"s, d'une part, audit chemi de Seint Denis au kairefourc, et,"
placeName,Seint Denis,SMPA-EG_censier_0098,240,Martin et le chemi que va de Seint Denis desouz le gibet au
placeName,Seint Ladre de Biauchamp,SMPA-EG_censier_0098,240,hemi que vient du presseur de Seint Ladre de Biauchamp et c'
placeName,Seint Martin,SMPA-EG_censier_0098,241,"sus le meison de le Courtille Seint Martin, tenant, d'un cou"
placeName,Seint Martin,SMPA-EG_censier_0098,241,"d'un cousté, à le cousture de Seint Martin, et, d'autre part"
placeName,Seint Martin,SMPA-EG_censier_0098,240,"seans derriere le Courtillie Seint Martin, tenans, d'une pa"
placeName,Seint Martin,SMPA-EG_censier_0098,240,[Fol. 32.] La Courtillie Seint Martin. — Ce sont les fo
placeName,Seint Martin,SMPA-EG_censier_0098,240,t assizes entre le Courtillie Seint Martin et le chemi que v
placeName,Seint Martin de Pierre,SMPA-EG_censier_0098,240,"et, d'autre part, à le terre Seint Martin de Pierre Jumelle"
placeName,Seint Martin des Champs,SMPA-EG_censier_0098,241,"e part et d'autre, à le terre Seint Martin des Champs, iii d"
placeName,Seint Martin des Champs,SMPA-EG_censier_0098,241,"rens à Paris, dedens le porte Seint Martin des Champs, pour"
placeName,Trinité,SMPA-EG_censier_0098,240,"Item, Hervi de le Trinité [modo Climant] pour du"
placeName,Trinité,SMPA-EG_censier_0098,240,à le terre du dit Hervi de le Trinité [modo Rober l'Ecrivein
placeName,Trinité,SMPA-EG_censier_0098,240,"t, à le terre que Hervi de la Trinité tient des diz chanoine"
persName,Alain de Pontayse,SMPA-EG_censier_0100,241,ont et prenent sus le meison Alain de Pontayse [à present J
persName,Andriu Quenel,SMPA-EG_censier_0100,242,"Hue le Madelinier [à pressent Andriu Quenel], v s."
persName,Aubert le Linier,SMPA-EG_censier_0100,241,pension de le leur meison de Aubert le Linier [à pressent m
persName,Basile,SMPA-EG_censier_0100,242,"ont et prenent sus le meison Basile, du coing de l'Encloist"
persName,Estienne de Suci,SMPA-EG_censier_0100,242,"er ajognant [à pressent mons. Estienne de Suci], xiii s. ix"
persName,Estienne de Sucy,SMPA-EG_censier_0100,241,"t le Linier [à pressent mons. Estienne de Sucy], xii s. vi d"
persName,Gui,SMPA-EG_censier_0100,242,"'Orfievre ajognant [à present Guiost Lovier], ix s."
persName,Guilleume le Clerc,SMPA-EG_censier_0100,242,"g de l'Encloistre [à pressent Guilleume le Clerc], xxvi s."
persName,Heude le Queusinier,SMPA-EG_censier_0100,242,ont et prenent sus le meison Heude le Queusinier ajognant [
persName,Hue le Madelinier,SMPA-EG_censier_0100,242,sus le meison aus hers de feu Hue le Madelinier [à pressent
persName,Jaque de Columbiers,SMPA-EG_censier_0100,241,"de le autre meison, que feut Jaque de Columbiers [à present"
persName,Jehan de Dueul,SMPA-EG_censier_0100,241,"Alain de Pontayse [à present Jehan de Dueul], xv s."
persName,Nicholaus de Rosai,SMPA-EG_censier_0100,241,prenent sus le meison de feu Nicholaus de Rosai [à present
persName,Pierre Warroquier,SMPA-EG_censier_0100,242,"Item, sus la meson Pierre Warroquier, xxx s. [vac"
persName,Richart,SMPA-EG_censier_0100,242,ont et prenent sus le meison Richart l'Orfievre ajognant [à
persName,Richart le Garcon,SMPA-EG_censier_0100,242,"eusinier ajognant [à pressent Richart le Garcon], xvi s. iii"
persName,Robert le Queusinier,SMPA-EG_censier_0100,242,ont et prenent sus le meison Robert le Queusinier ajognant
persName,Simon Sepinel,SMPA-EG_censier_0100,241,"aque de Columbiers [à present Simon Sepinel à sa vie], vii l"
placeName,Encloistre,SMPA-EG_censier_0100,242,"meison Basile, du coing de l'Encloistre [à pressent Guilleu"
placeName,Encloistre,SMPA-EG_censier_0100,241,t comencent premierement en l'Encloistre.
placeName,Seint Jehan,SMPA-EG_censier_0100,241,"t, chascun an, au terme de le Seint Jehan et comencent premi"
persName,Jehan,SMPA-EG_censier_0101,242,le fame et aus enfans de feu Jehan d'Angiers.
placeName,Seint Martin,SMPA-EG_censier_0101,242,"2. — En le rue Seint Martin, hors de le porte"
placeName,Seint Merri,SMPA-EG_censier_0101,242,"eint Martin, hors de le porte Seint Merri, jusques à le font"
persName,Aden,SMPA-EG_censier_0102,242,"Garin Bourgeois³ [à pressent Aden d'Amians], xv s. [vii s."
persName,Estiene de Conches,SMPA-EG_censier_0102,242,"Item, sus la meson Estiene de Conches [à pressent"
persName,Estiene de Conches,SMPA-EG_censier_0102,242,"Item, sus la meson Estiene de Conches, pour Garin"
persName,Guillaume Thomas,SMPA-EG_censier_0102,242,"Chandelier [à pressent mons. Guillaume Thomas, preitre], v"
persName,Jehan Boulengier,SMPA-EG_censier_0102,242,dues meisons à le fame de feu Jehan Boulengier et de son fiu
persName,Jehan Paian,SMPA-EG_censier_0102,242,"es) [à pressent aus hoirs feu Jehan Paian], iiii s. iii d."
persName,Michiel le Boulengier,SMPA-EG_censier_0102,242,"Item, sus le meison Michiel le Boulengier ont et p"
persName,Thomas,SMPA-EG_censier_0102,242,"enent sus le meison, que feut Thomas de les Celles (corr. l'"
persName,Thomas le Chandelier,SMPA-EG_censier_0102,242,"enent sur le meison, que feut Thomas le Chandelier [à presse"
persName,Baudoin le Riche,SMPA-EG_censier_0103,243,"l le Breto, clerc [à pressent Baudoin le Riche], iii s. iii"
persName,Daniel le Breto,SMPA-EG_censier_0103,243,"renent sus les meisons mestre Daniel le Breto, clerc [à pres"
persName,Jehan de Sezanne,SMPA-EG_censier_0103,243,"le Royne ajognant [à pressent Jehan de Sezanne], iii s. ii d"
placeName,Symon Franc,SMPA-EG_censier_0103,243,cousté desus le bot de le rue Symon Franc.
persName,Colin le Begue,SMPA-EG_censier_0104,243,"t meison, que feut le granche Colin le Begue, iii d. i t."
persName,Ernoul Pellerin,SMPA-EG_censier_0104,243,"Peirone, le masso [à pressent Ernoul Pellerin], xv d. i t."
persName,Guilleume le Potier,SMPA-EG_censier_0104,243,"ez de Nostre-Dame [à pressent Guilleume le Potier], ii s. vi"
persName,Henri,SMPA-EG_censier_0104,243,ont et prenent sus le meison Henri l'Alemant [à pressent Je
persName,Jehan de Peirone,SMPA-EG_censier_0104,243,"ont et prenent sus le meison Jehan de Peirone, le masso [à"
persName,Jehan le Potier,SMPA-EG_censier_0104,243,"n Henri l'Alemant [à pressent Jehan le Potier], xv d."
persName,Thomas le Fundeeur,SMPA-EG_censier_0104,243,"Item, ont et prenent de Thomas le Fundeeur pour le pen"
persName,Yve des Pavellons,SMPA-EG_censier_0104,243,"eison à le fame de feu mestre Yve des Pavellons, par derrier"
placeName,Gieffre,SMPA-EG_censier_0104,243,"5. — En le rue Gieffre l'Angevin, d'une part"
persName,Guillaume Quoquiere,SMPA-EG_censier_0105,243,"erriere sa meison [à pressent Guillaume Quoquiere], xii d."
persName,Jehan,SMPA-EG_censier_0105,243,"mesons, qui furent à la fille Jehan"
persName,Phelippe de Limoges,SMPA-EG_censier_0105,243,"Item, ont et prenent de Phelippe de Limoges pour une p"
persName,Robert de Corbuelh,SMPA-EG_censier_0105,243,prenent sus le meison de feu Robert de Corbuelh [à pressent
placeName,Biaubourc,SMPA-EG_censier_0105,243,"6. — [Fol. 33 v°.] En Biaubourc, jusques au Petit Cu"
persName,Gile,SMPA-EG_censier_0106,244,"ont et prenent sus le meison Gile à le Tache, ii s."
persName,Guillaume Langlois,SMPA-EG_censier_0106,244,"Item, Agaste, fame jadis feu Guillaume Langlois, porteeur d"
persName,Guillaume Langlois,SMPA-EG_censier_0106,244,"Richart Gresillon, à pressent Guillaume Langlois, bufetier,"
persName,Marie la Pariere,SMPA-EG_censier_0106,244,"rt le Charpentier [à pressent Marie la Pariere], ii s. iii d"
persName,Richart Gresillon,SMPA-EG_censier_0106,244,", ont et prenent sus la meson Richart Gresillon, à pressent"
persName,Richart le Charpentier,SMPA-EG_censier_0106,244,ont et prenent sus le meison Richart le Charpentier [à pres
persName,Thomas le Frapier,SMPA-EG_censier_0106,244,"oyer de leur meison, que feut Thomas le Frapier, v s. x d. ["
persName,Emeline,SMPA-EG_censier_0107,244,"Emeline, la fame feu Lienart l"
persName,Erembourc de Saint-Lo,SMPA-EG_censier_0107,244,"u Lienart le Fauconnier [modo Erembourc de Saint-Lo, pour sa"
persName,Estiene de Nuef Chastieu,SMPA-EG_censier_0107,244,"prenent sus le meison mestre Estiene de Nuef Chastieu, cler"
persName,Estiene le Gros,SMPA-EG_censier_0107,244,"ont et prenent sus le meison Estiene le Gros, v s. vii d.¹."
persName,Gile,SMPA-EG_censier_0107,244,"ont et prenent sus le meison Gilete, le niece de feu Jehan"
persName,Guillaume Langlois,SMPA-EG_censier_0107,244,nt sus le grant meison de feu Guillaume Langlois [à pressent
persName,Guy Loubert,SMPA-EG_censier_0107,244,"int Denis [à pressent Betuche Guy Loubert], ix d."
persName,Jaque le Breton,SMPA-EG_censier_0107,244,"ont et prenent sus le meison Jaque le Breton, clerc [à pres"
persName,Jehan,SMPA-EG_censier_0107,244,"ef Chastieu, clerc [à present Jehan, son fiulz], xx s."
persName,Jehan,SMPA-EG_censier_0107,244,"le Breton, clerc [à pressent Jehan d'Erbleiges], xxi d."
persName,Jehan Belin,SMPA-EG_censier_0107,244,"eu Jehan le Velut [à pressent Jehan Belin, monnoier], vi d."
persName,Jehan le Velut,SMPA-EG_censier_0107,244,"eison Gilete, le niece de feu Jehan le Velut [à pressent Jeh"
persName,Pierre de Pontoise,SMPA-EG_censier_0107,244,"sus les places vides qui sont Pierre de Pontoise, mason, xv"
persName,Pierre le Borcier,SMPA-EG_censier_0107,244,"ont et prenent sus le meison Pierre le Borcier, vii s."
persName,Simon de Damertin,SMPA-EG_censier_0107,244,"uillaume Langlois [à pressent Simon de Damertin], iiii s. vi"
placeName,Seint Denis,SMPA-EG_censier_0107,244,renent sus le meison Heude de Seint Denis [à pressent Betuch
placeName,Symon Franc,SMPA-EG_censier_0107,244,"8. — En le rue Symon Franc, d'un cousté et d'"
persName,Ancel de Morgneval,SMPA-EG_censier_0108,245,prenent sus le meison mestre Ancel de Morgneval [à pressent
persName,Gui,SMPA-EG_censier_0108,245,"de Morgneval [à pressent Tote Gui], ii s."
placeName,Guilleume Espaulart,SMPA-EG_censier_0108,245,"9. — [Fol. 34.] En le rue Guilleume Espaulart, au bot de"
placeName,Pierre Aulart,SMPA-EG_censier_0108,245,"e Espaulart, au bot de le rue Pierre Aulart."
persName,Geufroi de Saveni,SMPA-EG_censier_0109,245,"Jehan de Chielle [à pressent Geufroi de Saveni], x s."
persName,Geufroi de Saveni,SMPA-EG_censier_0109,245,"t Thomas du Lovre [à pressent Geufroi de Saveni], xv s."
persName,Jehan de Chielle,SMPA-EG_censier_0109,245,ont et prenent sus la meison Jehan de Chielle [à pressent G
persName,Pierre Gencien,SMPA-EG_censier_0109,245,"de Chielle, devant le meison Pierre Gencien."
placeName,Lambert de Chielle,SMPA-EG_censier_0109,245,"10. — En le rue Lambert de Chielle, devant le"
persName,Pierre Leber,SMPA-EG_censier_0110,245,"ment de le leur meison de feu Pierre Leber, si comme elle se"
placeName,Seint Merri,SMPA-EG_censier_0111,245,"En le rue des Arssiz, desouz Seint Merri."
placeName,Seinte Katherine,SMPA-EG_censier_0111,245,"le meison de l'Ostiel Dieu de Seinte Katherine, ii s. vi d."
persName,Jaque,SMPA-EG_censier_0112,245,"he Seint Jaques sus la meison Jaqueit Bourgois, xiii s. ix d"
persName,Jehan le Tays,SMPA-EG_censier_0112,245,"ont et prenent sus le meison Jehan le Tays et Marie, sa fam"
persName,Margarite,SMPA-EG_censier_0112,245,"illes, Phellippe des Ylles et Margarite et Ystace, leur fame"
persName,Marie,SMPA-EG_censier_0112,245,"us le meison Jehan le Tays et Marie, sa fame, ajognant, xv d"
persName,Robert des Villes,SMPA-EG_censier_0112,245,"four et le meison des Arssitz Robert des Villes, Phellippe d"
placeName,Seint Jaque,SMPA-EG_censier_0112,245,— Devant le Chief du moustier Seint Jaque.
placeName,Seint Jaques,SMPA-EG_censier_0112,245,"Item, devant le porche Seint Jaques sus la meison Jaq"
persName,Jehan Rouciau,SMPA-EG_censier_0113,245,"et Marie, sa suer [à pressent Jehan Rouciau, tisarant], ii s"
persName,Marie,SMPA-EG_censier_0113,245,"us le meison Pierre Tibert et Marie, sa suer [à pressent Jeh"
persName,Pierre Tibert,SMPA-EG_censier_0113,245,"ont et prenent sus le meison Pierre Tibert et Marie, sa sue"
persName,Alain le Chaucier,SMPA-EG_censier_0114,246,"ont et prenent sus le meison Alain le Chaucier, xxxv d."
persName,Guillaume,SMPA-EG_censier_0114,246,"sac, le Provencel [à pressent Guillaume, son fiulz], x s."
persName,Jehan Qussac,SMPA-EG_censier_0114,246,"ont et prenent sus le meison Jehan Qussac, le Provencel [à"
placeName,Seint Denis,SMPA-EG_censier_0114,246,"15. — En le Grant Rue Seint Denis, devant le fontein"
persName,Guillaume de Dreueus,SMPA-EG_censier_0115,246,"Item, Guillaume de Dreueus, pour son"
persName,Guilleume,SMPA-EG_censier_0115,246,"e de Seint Martin, que mestre Guilleume d'Atainville tient à"
persName,Guilleume Gales,SMPA-EG_censier_0115,246,"Seinte Katherine, que mesire Guilleume Gales tient à presen"
persName,Henri de Laon,SMPA-EG_censier_0115,246,"e de Seint Martin, que mesire Henri de Laon tient à present"
persName,Henri du Pressoeur,SMPA-EG_censier_0115,246,"ouz Seint Michiel, que mesire Henri du Pressoeur d'Orlli tie"
persName,Jehan de Champiaus,SMPA-EG_censier_0115,246,"e Laon tient à present [mons. Jehan de Champiaus], v s."
placeName,Seint Martin,SMPA-EG_censier_0115,246,"nent sus le autre benefice de Seint Martin, que mesire Henri"
